city,year,crime_original,crime_name,crime_section,incidences,rate
Ludhiana,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,35,2.2
Ludhiana,2013,Dacoity,Dacoity,,3,0.2
Madurai,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,32,2.2
Madurai,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,20,2.7
Madurai,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,12,0.8
Madurai,2013,Dacoity,Dacoity,,4,0.3
Malappuram,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,1,0.1
Malappuram,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,1,0.1
Malappuram,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,0,0
Malappuram,2013,Dacoity,Dacoity,,0,0
Meerut,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,197,13.8
Meerut,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,161,24
Meerut,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,36,2.5
Meerut,2013,Dacoity,Dacoity,,6,0.4
Mumbai,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,381,2.1
Mumbai,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,251,3
Mumbai,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,130,0.7
Mumbai,2013,Dacoity,Dacoity,,41,0.2
Nagpur,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,118,4.7
Nagpur,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,80,6.6
Nagpur,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,38,1.5
Nagpur,2013,Dacoity,Dacoity,,15,0.6
Nasik,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,31,2
Nasik,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,16,2.2
Nasik,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,15,1
Nasik,2013,Dacoity,Dacoity,,13,0.8
Patna,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,443,21.6
Patna,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,342,35.7
Patna,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,101,4.9
Patna,2013,Dacoity,Dacoity,,26,1.3
Pune,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,177,3.5
Pune,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,125,5.2
Pune,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,52,1
Pune,2013,Dacoity,Dacoity,,20,0.4
Raipur,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,266,23.7
Raipur,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,206,37.9
Raipur,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,60,5.3
Raipur,2013,Dacoity,Dacoity,,2,0.2
Rajkot,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,63,4.5
Rajkot,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,47,7.1
Rajkot,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,16,1.2
Rajkot,2013,Dacoity,Dacoity,,4,0.3
Ranchi,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,60,5.3
Ranchi,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,53,9.8
Ranchi,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,7,0.6
Ranchi,2013,Dacoity,Dacoity,,9,0.8
Srinagar,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,90,7.1
Srinagar,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,86,14.4
Srinagar,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,4,0.3
Srinagar,2013,Dacoity,Dacoity,,2,0.2
Surat,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,309,6.7
Surat,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,195,9.9
Surat,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,114,2.5
Surat,2013,Dacoity,Dacoity,,11,0.2
Thiruvananthapuram,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,7,0.4
Thiruvananthapuram,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,4,0.5
Thiruvananthapuram,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,3,0.2
Thiruvananthapuram,2013,Dacoity,Dacoity,,3,0.2
Thrissur,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,2,0.1
Thrissur,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,2,0.2
Thrissur,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,0,0
Thrissur,2013,Dacoity,Dacoity,,1,0.1
Tiruchirappalli,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,8,0.8
Tiruchirappalli,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,5,1
Tiruchirappalli,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,3,0.3
Tiruchirappalli,2013,Dacoity,Dacoity,,1,0.1
Vadodara,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,82,4.5
Vadodara,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,68,7.8
Vadodara,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,14,0.8
Vadodara,2013,Dacoity,Dacoity,,10,0.6
Varanasi,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,135,9.4
Varanasi,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,121,18
Varanasi,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,14,1
Varanasi,2013,Dacoity,Dacoity,,1,0.1
Vasai-Virar,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,25,2
Vasai-Virar,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,11,1.9
Vasai-Virar,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,14,1.1
Vasai-Virar,2013,Dacoity,Dacoity,,4,0.3
Vijayawada,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,72,4.8
Vijayawada,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,45,6.1
Vijayawada,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,27,1.8
Vijayawada,2013,Dacoity,Dacoity,,2,0.1
Vishakhapatnam,2013,Total Kidnapping & Abduction,Kidnapping & abduction,,58,3.4
Vishakhapatnam,2013,Kidnapping & Abduction of Women & Girls,Kidnapping & abduction of women and girls,,50,5.9
Vishakhapatnam,2013,Kidnapping & Abduction  of Others,Kidnapping & abduction of others,,8,0.5
Vishakhapatnam,2013,Dacoity,Dacoity,,5,0.3
Agra,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Agra,2013,Robbery,Robbery,,127,7.3
Agra,2013,Burglary,Burglary,,249,14.3
Ahmedabad,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,1,0
Ahmedabad,2013,Robbery,Robbery,,582,9.2
Ahmedabad,2013,Burglary,Burglary,,674,10.6
Allahabad,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,1,0.1
Allahabad,2013,Robbery,Robbery,,27,2.2
Allahabad,2013,Burglary,Burglary,,166,13.6
Amritsar,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,5,0.4
Amritsar,2013,Robbery,Robbery,,6,0.5
Amritsar,2013,Burglary,Burglary,,102,8.6
Asansol,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,49,3.9
Asansol,2013,Robbery,Robbery,,38,3.1
Asansol,2013,Burglary,Burglary,,22,1.8
Aurangabad,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,4,0.3
Aurangabad,2013,Robbery,Robbery,,166,14
Aurangabad,2013,Burglary,Burglary,,295,24.8
Bengaluru,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,425,5
Bengaluru,2013,Robbery,Robbery,,619,7.3
Bengaluru,2013,Burglary,Burglary,,1404,16.5
Bhopal,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,3,0.2
Bhopal,2013,Robbery,Robbery,,187,9.9
Bhopal,2013,Burglary,Burglary,,755,40.1
Chandigarh City,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,1,0.1
Chandigarh City,2013,Robbery,Robbery,,56,5.5
Chandigarh City,2013,Burglary,Burglary,,248,24.2
Chennai,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Chennai,2013,Robbery,Robbery,,81,0.9
Chennai,2013,Burglary,Burglary,,467,5.4
Coimbatore,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Coimbatore,2013,Robbery,Robbery,,114,5.3
Coimbatore,2013,Burglary,Burglary,,122,5.7
Delhi City,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,3,0
Delhi City,2013,Robbery,Robbery,,1103,6.8
Delhi City,2013,Burglary,Burglary,,2395,14.7
Dhanbad,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,1,0.1
Dhanbad,2013,Robbery,Robbery,,12,1
Dhanbad,2013,Burglary,Burglary,,61,5.1
Durg-Bhilainagar,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Durg-Bhilainagar,2013,Robbery,Robbery,,38,3.6
Durg-Bhilainagar,2013,Burglary,Burglary,,369,34.7
Faridabad,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,7,0.5
Faridabad,2013,Robbery,Robbery,,34,2.4
Faridabad,2013,Burglary,Burglary,,392,27.9
Ghaziabad,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,8,0.3
Ghaziabad,2013,Robbery,Robbery,,61,2.6
Ghaziabad,2013,Burglary,Burglary,,145,6.1
Gwalior,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,64,5.8
Gwalior,2013,Robbery,Robbery,,107,9.7
Gwalior,2013,Burglary,Burglary,,649,58.9
Hyderabad,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Hyderabad,2013,Robbery,Robbery,,47,0.6
Hyderabad,2013,Burglary,Burglary,,658,8.5
Indore,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,2,0.1
Indore,2013,Robbery,Robbery,,199,9.2
Indore,2013,Burglary,Burglary,,1261,58.2
Jabalpur,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,8,0.6
Jabalpur,2013,Robbery,Robbery,,89,7
Jabalpur,2013,Burglary,Burglary,,357,28.2
Jaipur,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,1,0
Jaipur,2013,Robbery,Robbery,,383,12.5
Jaipur,2013,Burglary,Burglary,,1238,40.3
Jamshedpur,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,3,0.2
Jamshedpur,2013,Robbery,Robbery,,41,3.1
Jamshedpur,2013,Burglary,Burglary,,132,9.9
Jodhpur,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,1,0.1
Jodhpur,2013,Robbery,Robbery,,89,7.8
Jodhpur,2013,Burglary,Burglary,,304,26.7
Kannur,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Kannur,2013,Robbery,Robbery,,20,1.2
Kannur,2013,Burglary,Burglary,,44,2.7
Kanpur,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,8,0.3
Kanpur,2013,Robbery,Robbery,,43,1.5
Kanpur,2013,Burglary,Burglary,,110,3.8
Kochi,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,20,0.9
Kochi,2013,Robbery,Robbery,,39,1.8
Kochi,2013,Burglary,Burglary,,88,4.2
Kolkata,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,30,0.2
Kolkata,2013,Robbery,Robbery,,42,0.3
Kolkata,2013,Burglary,Burglary,,82,0.6
Kollam,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,40,3.6
Kollam,2013,Robbery,Robbery,,66,5.9
Kollam,2013,Burglary,Burglary,,117,10.5
Kota,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,9,0.9
Kota,2013,Robbery,Robbery,,19,1.9
Kota,2013,Burglary,Burglary,,112,11.2
Kozhikode,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,7,0.3
Kozhikode,2013,Robbery,Robbery,,43,2.1
Kozhikode,2013,Burglary,Burglary,,108,5.3
Lucknow,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,1,0
Lucknow,2013,Robbery,Robbery,,45,1.6
Lucknow,2013,Burglary,Burglary,,501,17.3
Ludhiana,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,11,0.7
Ludhiana,2013,Robbery,Robbery,,10,0.6
Ludhiana,2013,Burglary,Burglary,,198,12.3
Madurai,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,1,0.1
Madurai,2013,Robbery,Robbery,,102,7
Madurai,2013,Burglary,Burglary,,57,3.9
Malappuram,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Malappuram,2013,Robbery,Robbery,,7,0.4
Malappuram,2013,Burglary,Burglary,,48,2.8
Meerut,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,1,0.1
Meerut,2013,Robbery,Robbery,,188,13.2
Meerut,2013,Burglary,Burglary,,177,12.4
Mumbai,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,19,0.1
Mumbai,2013,Robbery,Robbery,,2757,15
Mumbai,2013,Burglary,Burglary,,2936,15.9
Nagpur,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,21,0.8
Nagpur,2013,Robbery,Robbery,,492,19.7
Nagpur,2013,Burglary,Burglary,,1159,46.4
Nasik,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,19,1.2
Nasik,2013,Robbery,Robbery,,145,9.3
Nasik,2013,Burglary,Burglary,,279,17.9
Patna,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Patna,2013,Robbery,Robbery,,158,7.7
Patna,2013,Burglary,Burglary,,505,24.7
Pune,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,40,0.8
Pune,2013,Robbery,Robbery,,866,17.1
Pune,2013,Burglary,Burglary,,1195,23.7
Raipur,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Raipur,2013,Robbery,Robbery,,42,3.7
Raipur,2013,Burglary,Burglary,,416,37
Rajkot,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Rajkot,2013,Robbery,Robbery,,41,2.9
Rajkot,2013,Burglary,Burglary,,252,18.1
Ranchi,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,1,0.1
Ranchi,2013,Robbery,Robbery,,42,3.7
Ranchi,2013,Burglary,Burglary,,189,16.8
Srinagar,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Srinagar,2013,Robbery,Robbery,,30,2.4
Srinagar,2013,Burglary,Burglary,,232,18.2
Surat,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,3,0.1
Surat,2013,Robbery,Robbery,,56,1.2
Surat,2013,Burglary,Burglary,,364,7.9
Thiruvananthapuram,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,74,4.4
Thiruvananthapuram,2013,Robbery,Robbery,,73,4.3
Thiruvananthapuram,2013,Burglary,Burglary,,106,6.3
Thrissur,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,2,0.1
Thrissur,2013,Robbery,Robbery,,21,1.1
Thrissur,2013,Burglary,Burglary,,75,4
Tiruchirappalli,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Tiruchirappalli,2013,Robbery,Robbery,,44,4.3
Tiruchirappalli,2013,Burglary,Burglary,,44,4.3
Vadodara,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,1,0.1
Vadodara,2013,Robbery,Robbery,,151,8.3
Vadodara,2013,Burglary,Burglary,,422,23.2
Varanasi,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,2,0.1
Varanasi,2013,Robbery,Robbery,,41,2.9
Varanasi,2013,Burglary,Burglary,,126,00 00
Vasai-Virar,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,3,0.2
Vasai-Virar,2013,Robbery,Robbery,,174,14.3
Vasai-Virar,2013,Burglary,Burglary,,392,32.1
Vijayawada,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Vijayawada,2013,Robbery,Robbery,,66,4.4
Vijayawada,2013,Burglary,Burglary,,323,21.7
Vishakhapatnam,2013,Preparation & Assembly for Dacoity,Preparation & assembly for dacoity,,0,0
Vishakhapatnam,2013,Robbery,Robbery,,26,1.5
Vishakhapatnam,2013,Burglary,Burglary,,355,20.5
Agra,2013,Total Theft,Theft,,2528,144.8
Agra,2013,Auto Theft,Auto theft,,2040,116.8
Agra,2013,Other Theft,Other theft,,488,27.9
Agra,2013,Riots,Riots,,227,13
Ahmedabad,2013,Total Theft,Theft,,3449,54.3
Ahmedabad,2013,Auto Theft,Auto theft,,2091,32.9
Ahmedabad,2013,Other Theft,Other theft,,1358,21.4
Ahmedabad,2013,Riots,Riots,,151,2.4
Allahabad,2013,Total Theft,Theft,,1235,101.5
Allahabad,2013,Auto Theft,Auto theft,,918,75.4
Allahabad,2013,Other Theft,Other theft,,317,26
Allahabad,2013,Riots,Riots,,44,3.6
Amritsar,2013,Total Theft,Theft,,259,21.9
Amritsar,2013,Auto Theft,Auto theft,,99,8.4
Amritsar,2013,Other Theft,Other theft,,160,13.5
Amritsar,2013,Riots,Riots,,0,0
Asansol,2013,Total Theft,Theft,,733,59
Asansol,2013,Auto Theft,Auto theft,,247,19.9
Asansol,2013,Other Theft,Other theft,,486,39.1
Asansol,2013,Riots,Riots,,262,21.1
Aurangabad,2013,Total Theft,Theft,,1184,99.6
Aurangabad,2013,Auto Theft,Auto theft,,619,52.1
Aurangabad,2013,Other Theft,Other theft,,565,47.5
Aurangabad,2013,Riots,Riots,,181,15.2
Bengaluru,2013,Total Theft,Theft,,10643,125.2
Bengaluru,2013,Auto Theft,Auto theft,,5356,63
Bengaluru,2013,Other Theft,Other theft,,5287,62.2
Bengaluru,2013,Riots,Riots,,362,4.3
Bhopal,2013,Total Theft,Theft,,2278,121
Bhopal,2013,Auto Theft,Auto theft,,1484,78.8
Bhopal,2013,Other Theft,Other theft,,794,42.2
Bhopal,2013,Riots,Riots,,65,3.5
Chandigarh City,2013,Total Theft,Theft,,1473,143.6
Chandigarh City,2013,Auto Theft,Auto theft,,851,82.9
Chandigarh City,2013,Other Theft,Other theft,,622,60.6
Chandigarh City,2013,Riots,Riots,,53,5.2
Chennai,2013,Total Theft,Theft,,1664,19.1
Chennai,2013,Auto Theft,Auto theft,,292,3.4
Chennai,2013,Other Theft,Other theft,,1372,15.8
Chennai,2013,Riots,Riots,,97,1.1
Coimbatore,2013,Total Theft,Theft,,407,18.9
Coimbatore,2013,Auto Theft,Auto theft,,127,5.9
Coimbatore,2013,Other Theft,Other theft,,280,13
Coimbatore,2013,Riots,Riots,,12,0.6
Delhi City,2013,Total Theft,Theft,,27982,171.5
Delhi City,2013,Auto Theft,Auto theft,,13839,84.8
Delhi City,2013,Other Theft,Other theft,,14143,86.7
Delhi City,2013,Riots,Riots,,106,0.6
Dhanbad,2013,Total Theft,Theft,,342,28.6
Dhanbad,2013,Auto Theft,Auto theft,,227,19
Dhanbad,2013,Other Theft,Other theft,,115,9.6
Dhanbad,2013,Riots,Riots,,52,4.4
Durg-Bhilainagar,2013,Total Theft,Theft,,648,60.9
Durg-Bhilainagar,2013,Auto Theft,Auto theft,,303,28.5
Durg-Bhilainagar,2013,Other Theft,Other theft,,345,32.4
Durg-Bhilainagar,2013,Riots,Riots,,26,2.4
Faridabad,2013,Total Theft,Theft,,1763,125.5
Faridabad,2013,Auto Theft,Auto theft,,1495,106.4
Faridabad,2013,Other Theft,Other theft,,268,19.1
Faridabad,2013,Riots,Riots,,183,13
Ghaziabad,2013,Total Theft,Theft,,2435,103.2
Ghaziabad,2013,Auto Theft,Auto theft,,1882,79.8
Ghaziabad,2013,Other Theft,Other theft,,553,23.4
Ghaziabad,2013,Riots,Riots,,32,1.4
Gwalior,2013,Total Theft,Theft,,1539,139.7
Gwalior,2013,Auto Theft,Auto theft,,1197,108.6
Gwalior,2013,Other Theft,Other theft,,342,31
Gwalior,2013,Riots,Riots,,52,4.7
Hyderabad,2013,Total Theft,Theft,,4166,53.8
Hyderabad,2013,Auto Theft,Auto theft,,1353,17.5
Hyderabad,2013,Other Theft,Other theft,,2813,36.3
Hyderabad,2013,Riots,Riots,,118,1.5
Indore,2013,Total Theft,Theft,,5242,241.9
Indore,2013,Auto Theft,Auto theft,,3934,181.5
Indore,2013,Other Theft,Other theft,,1308,60.4
Indore,2013,Riots,Riots,,43,2
Jabalpur,2013,Total Theft,Theft,,680,53.6
Jabalpur,2013,Auto Theft,Auto theft,,389,30.7
Jabalpur,2013,Other Theft,Other theft,,291,22.9
Jabalpur,2013,Riots,Riots,,41,3.2
Jaipur,2013,Total Theft,Theft,,7162,233.1
Jaipur,2013,Auto Theft,Auto theft,,5818,189.3
Jaipur,2013,Other Theft,Other theft,,1344,43.7
Jaipur,2013,Riots,Riots,,101,3.3
Jamshedpur,2013,Total Theft,Theft,,816,61
Jamshedpur,2013,Auto Theft,Auto theft,,334,25
Jamshedpur,2013,Other Theft,Other theft,,482,36.1
Jamshedpur,2013,Riots,Riots,,95,7.1
Jodhpur,2013,Total Theft,Theft,,1227,107.8
Jodhpur,2013,Auto Theft,Auto theft,,812,71.4
Jodhpur,2013,Other Theft,Other theft,,415,36.5
Jodhpur,2013,Riots,Riots,,0,0
Kannur,2013,Total Theft,Theft,,43,2.6
Kannur,2013,Auto Theft,Auto theft,,20,1.2
Kannur,2013,Other Theft,Other theft,,23,1.4
Kannur,2013,Riots,Riots,,253,15.4
Kanpur,2013,Total Theft,Theft,,798,27.3
Kanpur,2013,Auto Theft,Auto theft,,622,21.3
Kanpur,2013,Other Theft,Other theft,,176,6
Kanpur,2013,Riots,Riots,,52,1.8
Kochi,2013,Total Theft,Theft,,307,14.5
Kochi,2013,Auto Theft,Auto theft,,103,4.9
Kochi,2013,Other Theft,Other theft,,204,9.6
Kochi,2013,Riots,Riots,,332,15.7
Kolkata,2013,Total Theft,Theft,,4910,34.8
Kolkata,2013,Auto Theft,Auto theft,,680,4.8
Kolkata,2013,Other Theft,Other theft,,4230,30
Kolkata,2013,Riots,Riots,,362,2.6
Kollam,2013,Total Theft,Theft,,150,13.5
Kollam,2013,Auto Theft,Auto theft,,55,5
Kollam,2013,Other Theft,Other theft,,95,8.6
Kollam,2013,Riots,Riots,,311,28
Kota,2013,Total Theft,Theft,,840,83.9
Kota,2013,Auto Theft,Auto theft,,612,61.1
Kota,2013,Other Theft,Other theft,,228,22.8
Kota,2013,Riots,Riots,,0,0
Kozhikode,2013,Total Theft,Theft,,194,9.6
Kozhikode,2013,Auto Theft,Auto theft,,107,5.3
Kozhikode,2013,Other Theft,Other theft,,87,4.3
Kozhikode,2013,Riots,Riots,,336,16.5
Lucknow,2013,Total Theft,Theft,,2440,84.1
Lucknow,2013,Auto Theft,Auto theft,,1643,56.6
Lucknow,2013,Other Theft,Other theft,,797,27.5
Lucknow,2013,Riots,Riots,,107,3.7
Ludhiana,2013,Total Theft,Theft,,495,30.7
Ludhiana,2013,Auto Theft,Auto theft,,243,15.1
Ludhiana,2013,Other Theft,Other theft,,252,15.6
Ludhiana,2013,Riots,Riots,,0,0
Madurai,2013,Total Theft,Theft,,425,29.1
Madurai,2013,Auto Theft,Auto theft,,220,15
Madurai,2013,Other Theft,Other theft,,205,14
